,label,tweet_cleaned,tweet_text
64,NO,bbc <allcaps> news uk <allcaps> austrian police raid privacy net : austrian police have seized servers that were part of a global ano . <repeat> <url>,BBC News UK Austrian police raid privacy net: Austrian police have seized servers that were part of a global ano... http://t.co/XMOBNQuj
65,NO,"i 'm made of delicate stuff , if you break my heart you break all of me . look after it like your life depends on it ?","I'm made of delicate stuff, if you break my heart you break all of me. Look after it like your life depends on it ?"
66,NO,"postbusiness | tajikistan blocks us <allcaps> - funded news website : tajikistan blocks us <allcaps> - funded news websitedushanbe <allcaps> , taj . <repeat> <url>","PostBusiness| Tajikistan blocks US-funded news website: Tajikistan blocks US-funded news websiteDUSHANBE, Taj... http://t.co/BXeXAYbD"
67,NO,when a heart breaks it do n't break even .,When a heart breaks it don't break even.
68,YES,the onramp from <number> th ave ne <allcaps> to nb <allcaps> <number> is still blocked with rollover crash,the onramp from 116th ave NE to NB 405 is still blocked with rollover crash
69,NO,$ cl <allcaps> _ f if the <number> ts <allcaps> # holds initial target below is start of range long <number> ts <allcaps> #,$CL_F If the 88.28 TS # holds initial target below is start of Range Long 87.05 TS #
70,YES,"nb i <number> at fife curve / <number> th , crash blocking right lane","nb I-5 at Fife Curve/70th, crash blocking right lane"
71,YES,"nb i <number> at <number> th / five curve , emergency vehicles have arrived , <number> right lanes & hov <allcaps> blocked","nb I-5 at 70th/five curve, emergency vehicles have arrived, 2 right lanes & HOV blocked"
72,YES,crash nb <number> after <number> th in fife blocking <number> lanes,crash nb 5 after 54th in fife blocking 2 lanes
73,NO,steady rain is approaching olympia right now and will wet down the freeways until about <number> <number> then a break until rain returns mid afternoon .,Steady rain is approaching Olympia right now and will wet down the freeways until about 9-10 then a break until rain returns mid afternoon.
74,YES,fleeing car crashes into tacoma home : a car fleeing from police crashed into a home early friday in tacoma . <url>,Fleeing car crashes into Tacoma home: A car fleeing from police crashed into a home early Friday in Tacoma. http://t.co/80QOvcoj
75,YES,"holy cow , nb <allcaps> i <number> at the fife curve , accident is blocking the <number> right lanes and <allcaps> hov <allcaps> lane !","Holy cow, NB I5 at the Fife Curve, accident is blocking the 2 right lanes AND HOV lane!"
76,YES,bbc <allcaps> news uk <allcaps> motorist dies after a <number> collision : a male motorist aged in his <number> s dies after a crash on the a <number> nea . <repeat> <url>,BBC News UK Motorist dies after A97 collision: A male motorist aged in his 30s dies after a crash on the A97 nea... http://t.co/XovZESka
77,YES,a train crashed through a failed bridge nj <allcaps> . train cars are leaking a toxic chemical . the coast guard is responding <url>,A train crashed through a failed bridge NJ. Train cars are leaking a toxic chemical. The Coast Guard is responding http://t.co/vLKHEbO7
78,YES,fleeing car crashes into tacoma home <url>,Fleeing car crashes into Tacoma home http://t.co/EpwBQ5uN
79,YES,the view from my office today . a vehicle pursuit ends with the suspect crashing his car into a residence in tacoma ijlcn <allcaps> <number> al <allcaps>,The view from my office today. A vehicle pursuit ends with the suspect crashing his car into a residence in Tacoma  IJLCN0AL
80,YES,fleeing car crashes into tacoma home <url>,Fleeing car crashes into Tacoma home http://t.co/fWCYJEMj
81,NO,diabetic individual must be careful to avoid injuries bcoz the inability of his system to absorb sugar reduces his capacity to heal wound .,Diabetic individual must be careful to avoid injuries bcoz the inability of his system to absorb sugar reduces his capacity to heal wound.
82,NO,-LRB- dance breaks are vest breaks -RRB-,( Dance breaks are vest breaks )
83,NO,"indian build small fire stand real close , white man build big <allcaps> fire stand way back . <repeat>","Indian build small fire stand real close, White man build BIG fire stand way back...."
84,YES,auto fire alarm | <number> <number> rd av s | units : e <number> l <number>,Auto Fire Alarm | 2733 3rd Av S | Units: E13 L7
85,YES,"crash reported , sb i <number> near james / convention center , blocking center lane","crash reported, sb I-5 near James/Convention center, blocking center lane"
86,YES,uuuuuuugh . sb <allcaps> i <number> at pine near downtown . <repeat> accident blocking <number> center lanes . lovely .,Uuuuuuugh.  SB I5 at Pine near downtown... accident blocking 2 center lanes.  Lovely.
87,NO,now playing : smoke from a distant fire by sanford townsend band,Now Playing: Smoke From A Distant Fire by Sanford Townsend Band
88,NO,who 's up and wants to bs <allcaps> about the car scene ? we 'll start it off . <repeat> where 's direction is the stance scene going ?,Who's up and wants to BS about the car scene? We'll start it off... where's direction is the stance scene going?
89,YES,tacoma pursuit ends with car crashing into home <url>,Tacoma pursuit ends with car crashing into home http://t.co/hm0dlrLl
90,NO,rogers to step down from duke - corker leaving senate energy committee - a <elong> cautions e <number> could damage car engines - . <repeat> <url>,Rogers to step down from Duke - Corker leaving Senate Energy committee - AAA cautions E15 could damage car engines -... http://t.co/iVG1rQGn
91,YES,site crashed due to exceeded bandwidth . i love you holiday traffic .,Site crashed due to exceeded bandwidth. I love you holiday traffic.
92,NO,tough questions in factory fire 's ashes - the fire that killed <number> garment workers in bangladesh last weekend unders . <repeat> <url>,Tough Questions in Factory Fire's Ashes - The fire that killed 112 garment workers in Bangladesh last weekend unders... http://t.co/Bj2i8QYU
93,YES,"crash in skagit county , east of concrete , sr <number> near van horn rd , blocking the wb <allcaps> lane","crash in Skagit county, east of Concrete, sr 20 near Van Horn Rd, blocking the WB lane"
94,NO,"indian build small fire stand real close , white man build big <allcaps> fire stand way back . <repeat>","Indian build small fire stand real close, White man build BIG fire stand way back...."
95,NO,<hashtag> portland traffic blows more than <hashtag> seattle traffic ? <repeat>,#portland traffic blows more than #seattle traffic ??
96,YES,<number> sb <allcaps> after sr <allcaps> <number> there is an accident blocking the right lane !,405 SB after SR167 there is an accident blocking the right lane!
97,YES,"crash reported , nb i <number> near mercer on left side","crash reported, nb I-5 near Mercer on left side"
98,YES,collision at <number> martin luther king jr way s sb <allcaps> right lane blocked at s waldenst,Collision at 3607 Martin Luther King Jr Way S SB right lane blocked at S WaldenSt
99,YES,sitting at this stop sign and a freshman crashes into the back of my car on his bike hahahahaha <hashtag> dayalreadymade,Sitting at this stop sign and a freshman crashes into the back of my car on his bike hahahahaha #DayAlreadyMade
100,YES,"sb mlk <allcaps> at s walden st , crash blocking right lane","sb MLK at S Walden St, crash blocking right lane"
101,NO,# all the shit & # all the stuff .,# all the shit & # all the stuff .
102,YES,fleeing car crashes into tacoma home : the associated press a car fleeing from police crashed into a home early . <repeat> <url>,Fleeing car crashes into Tacoma home: The Associated Press A car fleeing from police crashed into a home early... http://t.co/g7FJmn4O
103,YES,"crash reported , sb i <number> express before mercer in center lane","crash reported, sb I-5 express before Mercer in center lane"
104,NO,my car sometimes thinks the door is locked when it 's not so as a safety precaution the alarm goes off to stop me from stealing my own car,My car sometimes thinks the door is locked when it's not so as a safety precaution the alarm goes off to stop me from stealing my own car
105,YES,"nb i <number> near ebey slough , crash blocking right lane","nb I-5 near Ebey Slough, crash blocking right lane"
106,YES,auto fire alarm | <number> <number> th av sw | units : e <number> l <number>,Auto Fire Alarm | 4831 35th Av Sw | Units: E32 L11
107,YES,i <number> eastbound <allcaps> from i <number> -LRB- <number> -RRB- to ohio tpk -LRB- eastside -RRB- - jam factor : <number> - incidents : <number> -LRB- moderate -RRB- <hashtag> cleveland <hashtag> traffic,I-480 EASTBOUND from I-77 ( 20) to Ohio Tpk (Eastside)- Jam Factor: 4- Incidents: 1 (Moderate)  #Cleveland #traffic
108,NO,at <allcaps> & t declared worst wireless service by consumer reports : consumer reports has published its ranking of cell c . <repeat> <url>,AT&T declared worst wireless service by Consumer Reports: Consumer Reports has published its ranking of cell c... http://t.co/g9XOUuNv
109,NO,reports are saying the guy in missouri chose his winning powerball <hashtag> s based on the best royals players ' <hashtag> s. guys : the royals won something !,Reports are saying the guy in Missouri chose his winning Powerball #s based on the best Royals players' #s.  Guys: The Royals won something!
110,YES,"nb sr <number> before <number> th sw <allcaps> , <number> car crash on right side","nb sr 167 before 15th SW, 5 car crash on right side"
111,YES,"oh man . <repeat> nb <allcaps> i <number> at the boeing access road , accident in the right lane , pretty major response . <repeat>","Oh man... NB I5 at the Boeing Access Road,accident in the right lane, pretty major response..."
112,YES,"nb i <number> north of boeing acc rd , crash blocking right lane","nb I-5 north of Boeing Acc Rd, crash blocking right lane"
113,NO,"bbc <allcaps> news uk <allcaps> congo police land in rebel city : a contingent of congolese police arrives by boat in goma , which reb . <repeat> <url>","BBC News UK Congo police land in rebel city: A contingent of Congolese police arrives by boat in Goma, which reb... http://t.co/MnjWrHxd"
114,YES,"sb i <number> on ship canal bridge -LRB- at <number> exit -RRB- , crash partially blocking left lane","sb I-5 on ship canal bridge (at 520 exit), crash partially blocking left lane"
115,YES,ah rats . another accident sb <allcaps> i <number> on the ship canal bridge partially blocking the left lane .,Ah rats.  Another accident SB I5 on the Ship Canal Bridge partially blocking the left lane.
116,NO,arora provided complete engineering services to the penn turnpike comm for the <number> - long penn sr <allcaps> <number> over the pennsylvania turnpike bridge .,Arora provided complete engineering services to the Penn Turnpike Comm for the 205-long Penn SR130 over the Pennsylvania Turnpike bridge.
117,NO,"well slamming a car is more of a drift setup anyways , the fact that people slam their cars and then ca n't . <repeat> <url>","Well slamming a car is more of a drift setup anyways, the fact that people slam their cars and then can't... http://t.co/PbpFoinq"
118,NO,west nile virus : four washington residents reported with infection this year <url>,West Nile virus: Four Washington residents reported with infection this year http://t.co/g9tNpD6D
119,NO,also there is some sort of traffic jam around my joints,Also there is some sort of traffic jam around my joints
120,NO,"art <number> exclusive | tabaimo : dolefullhouse : production still from art <number> ? s exclusive video , tabaimo : doleful . <repeat> <url>","Art21: Exclusive | Tabaimo: dolefullhouse: Production still from Art21?s Exclusive video, Tabaimo: doleful... http://t.co/B46qLRv8"
121,YES,"sb i <number> before <number> th , crash partially blocking right lane","sb I-405 before 124th, crash partially blocking right lane"
122,YES,auto fire alarm | <number> e olive st | units : e <number> l <number>,Auto Fire Alarm | 1600 E Olive St | Units: E25 L10
123,NO,"worst road rage this morning . <repeat> why ? woman w / infant baby in car seat swerving cause she was on her phone , then girl w / plate that said pooh","worst road rage this morning..why? woman w/ infant baby in car seat swerving cause she was on her phone, then girl w/ plate that said pooh"
124,YES,lower spokane st bridge closed to vehicle traffic,Lower Spokane St Bridge closed to vehicle traffic
125,NO,how does a multi-tasker with car sickness get things done while riding along in a car for <number> hours today ? hm <elong> .,How does a multi-tasker with car sickness get things done while riding along in a car for 6 hours today? Hmmm.
126,YES,motor vehicle accident freeway | aurora av n / halladay st | units : a <number> e <number> e <number>,Motor Vehicle Accident Freeway | Aurora Av N / Halladay St | Units: A2 E2 E9
127,YES,"eb west seattle bridge at <number> th ave , crash blocking left lane","eb West Seattle Bridge at 4th Ave, crash blocking left lane"
128,YES,lower spokane st bridge has re-opened to vehicle traffic,Lower Spokane St Bridge has re-opened to vehicle traffic
129,NO,huh . is it a bad sign that the police report on my traffic accident is now two days overdue ?,Huh.  Is it a bad sign that the police report on my traffic accident is now two days overdue?
130,YES,collision at west <allcaps> seattle <allcaps> bridge <allcaps> <number> eastbound lanes blocked at <number> th ave s,Collision at WEST SEATTLE BRIDGE 2 eastbound lanes blocked at 6th Ave S
131,YES,"eb west seattle bridge at <number> th ave , crash blocking both eb <allcaps> lanes , traffic getting by on right shoulder","eb west seattle bridge at 4th ave, crash blocking both EB lanes, traffic getting by on right shoulder"
132,YES,"west seattle bridge eb <allcaps> at <number> th , accident blocking both <allcaps> lanes !","West Seattle Bridge EB at 4th, accident blocking BOTH lanes!"
133,NO,onc <allcaps> reports that almost <number> % of us <allcaps> docs are e-prescribing : according to a new report from the department of healt . <repeat> <url>,ONC Reports that Almost 50% of US Docs are E-Prescribing: According to a new report from the department of Healt... http://t.co/cT2ydkm5
134,NO,"insure domestic tranquilitypay taxes for police , fire , life safety , civil rights , national guard , disaster relief , forecasting","insure domestic Tranquilitypay taxes for police, fire, life safety, civil rights, national guard, disaster relief, forecasting"
135,NO,"a police officer became famous for giving shoes to a cold homeless man . the officer pulled out his badge and said , freeze , fashion police .","A police officer became famous for giving shoes to a cold homeless man. The officer pulled out his badge and said, Freeze, fashion police."
136,YES,"car / semi crash reported , wb sr <number> before i <number> on right & left shoulders","car/semi crash reported, wb sr 520 before I-405 on right & left shoulders"
137,NO,i 'm gon na go outside . i 'm gon na secretly smoke . i 'm gon na come back reeking of smoke . i 'm gon na be humiliated when people point it out .,I'm gonna go outside. I'm gonna secretly smoke. I'm gonna come back reeking of smoke. I'm gonna be humiliated when people point it out.
138,YES,collision at ne <allcaps> <number> rd st & <number> st ave ne <allcaps> southbound right lane blocked,Collision at NE 103rd St & 1st Ave NE southbound right lane blocked
139,YES,"sb i <number> express before mercer , stall reported blocking left lane","sb I-5 express before Mercer, stall reported blocking left lane"
140,YES,"no <elong> ! <repeat> eb <allcaps> <number> before <number> an accident partially blocking the left lane , also sb <allcaps> i <number> express lanes near mercer , stall in left lane !","Nooo!! EB 520 before 405, an accident partially blocking the left lane, also SB I5 Express Lanes near Mercer, stall in left lane!"
141,NO,there are no traffic jams on the extra mile . ? zig ziglar,There are no traffic jams on the extra mile. ? Zig Ziglar
142,YES,"uh oh , something going on nb i <number> before <number> th , traffic really jamming up","uh oh, something going on nb I-5 before 128th, traffic really jamming up"
143,YES,"nb i <number> before <number> th , sounds like a dump truck loosing debris , and now blocking right lane , but stuff in all lanes","nb I-5 before 128th, sounds like a dump truck loosing debris, and now blocking right lane, but stuff in all lanes"
144,YES,motor vehicle accident | <number> st av ne / ne <number> rd st | units : l <number>,Motor Vehicle Accident | 1st Av Ne / Ne 103rd St | Units: L5
145,YES,"looks like an incident nb <allcaps> i <number> at <number> th , blocking right lane . debris reported in all lanes .","Looks like an incident NB I5 at 128th, blocking right lane.  Debris reported in all lanes."
146,NO,with two billion vehicles we need more automotive podcasts like this <url> talking electrics and la <allcaps> auto show,With Two Billion Vehicles We Need More Automotive Podcasts Like This http://t.co/ShFjgTWk Talking electrics and LA auto show
147,YES,"oh man , the dump truck trailer has overturned , nb i <number> before <number> th , no wonder dirt & rocks are all over road","oh man, the dump truck trailer has overturned, nb I-5 before 128th, no wonder dirt & rocks are all over road"
148,YES,"oh wow ! got some more details . <repeat> overturned dump truck nb <allcaps> i <number> before <number> th , blocking right lane , dirt & rocks all over the road .","Oh wow!  Got some more details.. overturned dump truck NB I5 before 128th, blocking right lane, dirt & rocks all over the road."
149,YES,"<number> right lanes now blocked , nb i <number> before <number> th , rollover dump truck trailer","2 right lanes now blocked, nb I-5 before 128th, rollover dump truck trailer"
150,YES,well this is the fire that kept me up last night . apartment fire on the top floor . hope everyone got out ok . <url>,Well this is the fire that kept me up last night. Apartment fire on the top floor. Hope everyone got out ok. http://t.co/2YS7zeBT
151,NO,weird . i think i just saw a truck pull up behind my parked car and take a picture . flash went off and everything .,Weird. I think I just saw a truck pull up behind my parked car and take a picture. Flash went off and everything.
152,YES,dump truck incident nb <allcaps> i <number> at <number> th -LRB- north of lynnwood -RRB- is now blocking <number> right lanes .,Dump truck incident NB I5 at 128th (north of Lynnwood) is now blocking 2 right lanes.
153,YES,a rolled-over double dump truck is blocking two lanes of nb <allcaps> i <number> at <number> th st sw <allcaps> in south everett . watch live : <url>,A rolled-over double dump truck is blocking two lanes of NB I-5 at 128th St SW in South Everett. Watch live: http://t.co/oYJQvo1Q
154,NO,check out the bmw <allcaps> basf <allcaps> m <number> pro car hood we just got with the car . what a great design.like / share <url>,Check out the BMW BASF M1 Pro Car hood we just got with the car. What a great design.Like/Share http://t.co/7hfUzZyz
