,label,tweet_cleaned,tweet_text
38,NO,bumping that teddy pendergrass # what y' all not about that # old soul # momma put me on that,Bumping that teddy Pendergrass # what y'all not about that # old soul # momma put me on that
39,NO,who buys a car that has <allcaps> problems ? <repeat> who sells a car with <allcaps> problems ? <repeat> tf out of here !,Who buys a car that HAS problems?? Who sells a car WITH problems?? Tf out of here!
40,NO,"off-duty <hashtag> mpd <allcaps> <allcaps> officer charged with dui <allcaps> , leaving scene of accident etc. . <url>","Off-duty #MPD officer charged with DUI, leaving scene of accident etc. http://t.co/w0QBRw64"
41,NO,<hashtag> ## - <hashtag> ### here 's my # save it ! - __ - who said i wanted am extra contact ? lolss <smile>,### - #### here's my # save it ! -__- who said I wanted am extra contact ? Lolss :)
42,NO,just put on take me home in a car full of boys . and we jammed . i feel so accomplished . <hashtag> futuredirectioners,Just put on Take Me Home in a car full of boys. And we jammed. I feel so accomplished. #futuredirectioners
43,YES,off-duty memphis officer leaves scene after crashing truck nov <number> on i <number> arrested for dui <allcaps> . <repeat> <url> - ta,"Off-duty Memphis officer leaves scene after crashing truck Nov 19 on I-40, arrested for DUI ... http://t.co/ixrV8qn2 -ta"
44,NO,what is the point of an oven timer if it doesn <allcaps> ' t make a noise when it 's finished . my bagel bites are burned . <repeat> can this day get any worse ?,What is the point of an oven timer if it DOESN'T make a noise when it's finished. My bagel bites are burned... Can this day get any worse?
45,NO,most definitely driving my car back this time . taking these rims off . jackson roads would fuck it up .,Most definitely driving my car back this time. Taking these rims off. Jackson roads would fuck it up.
46,NO,when niggas say girls who smoke weed are n't attractive & lt. & lt. & lt. & lt. fuck that shit . i love me a girl that can roll & smoke with me . ? <repeat>,When niggas say girls who smoke weed aren't attractive &lt.&lt.&lt.&lt. fuck that shit. I love me a girl that can roll & smoke with me. ????????
47,NO,the leaf is a car that manages to be electric and the tesla roadster was an incredible concept vehicle but the model s is a real world car .,The Leaf is a car that manages to be electric and the Tesla Roadster was an incredible concept vehicle but the Model S is a real world car.
48,YES,"vehicle fire on <number> fucked me good , now i get to take the detour home ! <repeat>","Vehicle fire on 14 fucked me good,now I get to take the detour home!!!!"
49,NO,trade truck for car -LRB- east memphis <smile> i have a <number> chevy pick up truck it has a <number> motor its a real good work tr . <repeat> <url>,trade truck for car (east memphis): i have a 1978 chevy pick up truck it has a 350 motor its a real good work tr... http://t.co/czHsVtQs
50,NO,niggas stay dyin on the freeway . holdin up traffic and shit . niggas got places to be,Niggas stay dyin on the freeway. Holdin up traffic and shit. Niggas got places to be
51,NO,my cuz said we smoke back at the house so that wat made us get out the car if his dum ass would shut up then they would not found the gun,My cuz said we smoke back at the house so that wat made us get out the car if his dum ass would shut up then they would not found the gun
52,YES,heavy traffic on i <number> wb <allcaps> between shady grove rd and poplar ave. <hashtag> traffic,Heavy traffic on I-240 WB between Shady Grove Rd and Poplar Ave. #traffic
53,NO,i can tell its a holiday ! <repeat> no one is on the road . <repeat> my car service may not be as much as i was thinking . <repeat>,I can tell its a holiday!! No one is on the road...my car service may not be as much as I was thinking....
54,YES,traffic <allcaps> : police directing traffic on i <number> northbound at shelby drive . delays expected .,TRAFFIC: Police directing traffic on I-55 northbound at Shelby Drive. Delays expected.
55,NO,"when the couple you thought that 'll never break up , actually breaks up & lt. & lt. & lt. & lt. & lt. & lt. & lt. & lt. & lt. & lt. & lt. & lt.","When The Couple You Thought That'll Never Break Up, Actually Breaks Up &lt.&lt.&lt.&lt.&lt.&lt.&lt.&lt.&lt.&lt.&lt.&lt."
56,YES,white male found dead along i <number> at shelby drive . a live report on live at <number> picture of the scene . <url>,White male found dead along I-55 at Shelby Drive. A live report on Live at 9. Picture of the scene. http://t.co/12hZZLXy
58,YES,medical emergency causing traffic on i <number> nb <allcaps> south of shelby drive . <hashtag> traffic,Medical Emergency causing traffic on I-55 NB South of Shelby Drive. #traffic
59,YES,traffic : injury crash on i <number> n / b north of walnut grove rd. <hashtag> wreg <allcaps> <allcaps> <hashtag> mem <allcaps> traffic / cvon <number>,Traffic: Injury crash on I-240 n/b north of Walnut Grove Rd. #WREG #MEMtraffic /cvon3
60,YES,injury crash reported on nb <allcaps> <number> north of walnut grove rd. <hashtag> memtraffic,Injury crash reported on NB 240 north of Walnut Grove Rd.  #memtraffic
61,NO,"i block peasants , annoying bums , cosigners and whoever the fuck else i feel like blocking . deal with it peasants . deal with it . ? <repeat>","I block peasants, annoying bums, cosigners and whoever the fuck else I feel like blocking. Deal with it peasants. Deal with it. ??"
62,YES,i <number> e in shelby co crash multiple vehicles at exit <allcaps> <number> / i <number> at <number> am <allcaps> <number> / <number> est clear by <number> am <allcaps> <number> / <number> -LRB- ct <allcaps>,I-240 E in Shelby Co Crash Multiple Vehicles at EXIT 12 / I-40  at 9:10 AM 11/21 est clear by 9:50 AM 11/21 (CT
64,YES,now a crash at our police scene on nb <allcaps> <number> at shelby blocking the two right lanes . <hashtag> memtraffic,Now a crash at our police scene on NB 55 at Shelby blocking the two right lanes.  #memtraffic
65,YES,i <number> e in shelby co crash multiple vehicles at exit <allcaps> <number> / i <number> at <number> / <number> <number> am <allcaps> est clear by <number> / <number> <number> am <allcaps>,I-240 E in Shelby Co Crash Multiple Vehicles at EXIT 12 / I-40 at 11/21 9:00 AM est clear by 11/21 10 AM
67,NO,<hashtag> lyricsweallknowshe had dumps like a truck truck truck thighs like what what what all night long let me see that thong .,#LyricsWeAllKnowShe had dumps like a truck truck truck Thighs like what what what All night long Let me see that thong.
68,YES,i <number> n in shelby co crash multiple vehicles at mm <allcaps> <number> at <number> am <allcaps> <number> / <number> est clear by <number> am <allcaps> <number> / <number> -LRB- ct <allcaps>,I-55 N in Shelby Co Crash Multiple Vehicles at MM 2  at 9:20 AM 11/21 est clear by 10:50 AM 11/21 (CT
70,NO,building blocks with my favorite little man ! <hashtag> parker <hashtag> memphis <hashtag> babysitting <hashtag> blocks <hashtag> funtimeswithauntieerin ! <url>,Building blocks with my favorite little man! #parker #memphis #babysitting #blocks #funtimeswithauntieerin! http://t.co/8kYuBsTe
71,NO,"one or three detailing services for a car , truck , or suv <allcaps> at duo <allcaps> auto inc. -LRB- up to <number> % off -RRB- <url>","One or Three Detailing Services for a Car, Truck, or SUV at DUO Auto Inc. (Up to 64% Off) http://t.co/FQSlu1JE"
72,NO,up to <number> % off auto detailing at duo <allcaps> auto inc. . <url>,Up to 64% Off Auto Detailing at DUO Auto Inc. http://t.co/V5WuVtKc
73,NO,my alarm this morning and the obligatory road trip sleeping in the car photo . look at my bro 's no shave nove <url>,My alarm this morning and the obligatory road trip sleeping in the car photo. Look at my bro's no shave Nove http://t.co/huBHzzYj
74,NO,i wan na stop at the car wash and wash my car,I wanna stop at the car wash and wash my car
75,NO,idk if i want a car or a truck .,Idk if I want a car or a truck.
76,YES,slick thinkin i totaled my car . ova <number> k worth of damage smdh,slick thinkin i totaled my car. ova 7k worth of damage smdh
77,NO,coffee break : united housing to leave midtown for southeast memphis : coffee break <url>,Coffee Break: United Housing to leave Midtown for southeast Memphis: Coffee Break http://t.co/vUlnkbXm
78,NO,"walked to the store , in the non-exercise way . <repeat> i may or may not have caused a minor car accident . i definitely got hit on by a gweed tho","Walked to the store, in the non-exercise way...I may or may not have caused a minor car accident. I definitely got hit on by a gweed tho"
79,NO,have you tried our grilled smoked turkey and cheese ? thinly sliced smoked turkey and swiss cheese on sourdough bread .,Have you tried our Grilled Smoked Turkey and Cheese? Thinly sliced smoked turkey and Swiss cheese on sourdough bread.
80,NO,"i spent the last <number> months thinkin all love ever does is break & burn & end . but on a wednesday in a cafe , i watched it begin again <hashtag> tswift","I spent the last 8 months thinkin all love ever does is break & burn & end. But on a wednesday in a cafe, I watched it begin again #tswift"
81,NO,memphis police missteps draw scrutiny : city officials announced wednesday a wide-ranging review of memphis police . <repeat> <url>,Memphis police missteps draw scrutiny: City officials announced Wednesday a wide-ranging review of Memphis Police... http://t.co/SOnDWrEs
82,NO,never a good sign when you 're in stand still traffic and the person in front of you gets out of their car .,Never a good sign when you're in stand still traffic and the person in front of you gets out of their car.
83,NO,from city of germantown : all lanes on poplar avenue between miller farms and dogwood road are open to traffic . <repeat> - ta,From city of Germantown: All lanes on Poplar Avenue between Miller Farms and Dogwood Road are open to traffic ... -ta
84,NO,just ran <number> mi in <number> mins and burned <number> calories . total burned so far : <number> calories ! on <number> / <number> / <number> at <number> pm <allcaps> <hashtag> cardiotrainer,just ran 5.1 mi in 39 mins and burned 705 calories. Total burned so far: 314343 calories! on 11/21/12 at 12:09 PM #cardiotrainer
85,YES,fire breaks out on jetblue flight in baltimore as it taxies toward gate : firefighters have extinguished a small fire . <repeat> <url>,Fire breaks out on JetBlue flight in Baltimore as it taxies toward gate: Firefighters have extinguished a small fire... http://t.co/ruIbPqtW
86,YES,i hope the police find whoever they are looking for since they 've decided to literally stop traffic on <number> ? <repeat>,I hope the police find whoever they are looking for since they've decided to literally stop traffic on 385??
87,NO,peter pan ! this ` hook ' scene -LRB- <number> <number> <smile> is one of the greatest movie scenes from my childhood . <url>,Peter Pan! This 'Hook' scene (7:08  10:48) is one of the greatest movie scenes from my childhood. http://t.co/w3mCZeTL
88,NO,"join the memphis tiger radio network at the loose goose for tiger road games , the official watch party <number> all <allcaps> road games ! <url>","Join the Memphis Tiger Radio Network at the Loose Goose for Tiger road games,the Official Watch Party 4 ALL road games! http://t.co/Bbl9LKrW"
89,NO,got ta get my car fixed so i can hit this highway,Gotta get my car fixed so I can hit this highway
90,NO,"if you 're headed to memphis from corinth , i 'd stay put for a bit . traffic is backed up right after walnut red light due to a wreck .","If you're headed to Memphis from Corinth, I'd stay put for a bit. Traffic is backed up right after Walnut red light due to a wreck."
91,NO,"rolf kasparek - the rifles are firing , the cracking of guns break the still , the march of the soldiers , no mercy , no thoughts and no will . <repeat>","Rolf Kasparek - The rifles are firing, the cracking of guns break the still, The march of the soldiers, no mercy, no thoughts and no will..."
92,NO,of course there 's a traffic jam less than an hour from home . <repeat> i did n't want to make it home in decent time anyway . <repeat>,Of course there's a traffic jam less than an hour from home... I didn't want to make it home in decent time anyway..
93,NO,get my car n hitting the road,Get my car n hitting the road
94,NO,this is literally such a struggle to find some kind of performance happening this break for the report damn,this is literally such a struggle to find some kind of performance happening this break for the report damn
95,NO,bitch i got ta check # yogottikom # cmg family <url>,Bitch I Gotta Check # yogottikom # cmg Family http://t.co/3l6JvcfB
96,NO,"tonight at <number> - <elong> what the memphis police dept. is doing to keep their own <allcaps> from landing behind bars , details in a live <allcaps> report . <repeat>","Tonight at 5---what the Memphis Police Dept. is doing to keep their OWN from landing behind bars, details in a LIVE report..."
97,NO,i was always told never bite that hand that feeds you & the mfs doing the biting be the same ones that need you ! <repeat>,I was always told never bite that hand that feeds you & the mfs doing the biting be the same ones that need you!!
98,NO,stereo equitment for cars and trucks -LRB- tipton <smile> i have several <number> subs and <number> subs in boxes for sale or trade . <repeat> <url>,stereo equitment for cars and trucks (tipton ): I have several 10 subs and 12 subs in boxes for sale or trade.... http://t.co/j0QStVcN
99,NO,"memphis hires consultants to review police issues : memphis <allcaps> , tenn. -LRB- ap <allcaps> -RRB- the mayor and police chief in memphis a . <repeat> <url>","Memphis hires consultants to review police issues: MEMPHIS, Tenn. (AP)  The mayor and police chief in Memphis a... http://t.co/k1YaaomO"
100,NO,"that awkward moment when your city makes road changes , and you take the wrong road lmao","That awkward moment when your city makes road changes, and you take the wrong road lmao"
101,NO,i hope my momma get in a car wreck fly out the window fall face first then get ran over by an <number> wheeler <hashtag> bitch <allcaps> <allcaps>,I hope my momma get in a car wreck fly out the window fall face first then get ran over by an 18 wheeler #BITCH
102,NO,the <number> towels i just washed twice because they were used to clean up a plumbing incident last night . break g <url>,The 15 towels I just washed twice because they were used to clean up a plumbing incident last night. Break g http://t.co/T5sttbNc
103,NO,the irritating flashing of a police car 's lights outside your window,The irritating flashing of a police car's lights outside your window
104,NO,"if you play with fire , expect to be burned and if you burned then stopcomplain about it because all is your <allcaps> own <allcaps> fault <allcaps> ! <repeat>","If you play with fire, expect to be burned and if you burned then stopcomplain about it because all is YOUR OWN FAULT!!!!"
105,NO,speed racer 's breaking out of prison . this is not going to look very good to the police .,Speed Racer's breaking out of prison. This is not going to look very good to the police.
106,NO,"good morning , everyone ! reminder : mlgw <allcaps> offices are closed today . call <number> <number> to report outages . call <number> <number> to report gas leaks .","Good morning, everyone! Reminder: MLGW offices are closed today. Call 544-6500 to report outages. Call 528-4465 to report gas leaks."
107,NO,early thanksgiving morning blaze before hitting the road to paris . <url>,Early thanksgiving morning blaze before hitting the road to Paris. http://t.co/xiDaXyVG
108,NO,i love the neighbor that loves to vaccine his car out at <number> on a day i can sleep in . <repeat> and it continues for <number> minutes . your car is small .,I love the neighbor that loves to vaccine his car out at 8:15 on a day I can sleep in.. And it continues for 45 minutes. Your car is small.
109,NO,if ur fire went out in ur <hashtag> relationship but u still play around like theres something there u might want to stop bringing sticks to the fire,If ur fire went out in ur #relationship but u still play around like theres something there u might want to stop bringing sticks to the fire
110,NO,"<number> chevy truck , short , wide bed -LRB- hot springs , ar <allcaps> <smile> <number> chevy truck , short , wide bed . $ <number> very reliable d . <repeat> <url>","1963 Chevy Truck, Short, Wide Bed (Hot Springs, AR): 1963 Chevy truck, short, wide bed. $11,000 Very reliable d... http://t.co/XlbRWJb2"
111,NO,praying <number> my aunt she was in a house fire last nite lucky her sum <number> came in got her out b <number> da whole house burn down bless we did n't lose her,Praying 4my Aunt She Was In A House Fire Last Nite Lucky Her Sum 1 Came In Got Her Out B4 Da Whole House burn Down  Bless We Didn't Lose Her
112,NO,minimal cars on the road . perfect day for a drive .,Minimal cars on the road. Perfect day for a drive.
113,NO,an outside review panel has been set up to look at police discipline . memphis police missteps draw scrutiny <url>,An outside review panel has been set up to look at police discipline. Memphis police missteps draw scrutiny http://t.co/i5j25MKw
114,NO,breaking <allcaps> : mississippi judge orders highway patrol to launch statewide manhunt for dozens of turkeys pardoned by the governor .,BREAKING: Mississippi judge orders highway patrol to launch statewide manhunt for dozens of turkeys pardoned by the governor.
115,NO,"i 'm thankful for everyone who has smoked me out this past year , i ca n't always get you back but you invite me to your smoke sessions anyway !","I'm thankful for everyone who has smoked me out this past year, I can't always get you back but you invite me to your smoke sessions anyway!"
116,NO,i just feel so much better when i smoke home alone i 'm so tense when i smoke and my parents are home,I just feel so much better when I smoke home alone I'm so tense when I smoke and my parents are home
117,NO,kept my flashers on all last night on accident lol whoops anyone want to help bring my car back to life <hashtag> lol <hashtag> mylife <hashtag> happythanksgiving,Kept my flashers on all last night on accident lol whoops anyone want to help bring my car back to life #lol #mylife #happythanksgiving
118,YES,national news : i <number> crash shuts down highway <url> <hashtag> abc <number>,National News: I-10 crash shuts down highway http://t.co/dnXJQg5s #abc24
119,YES,news <allcaps> : crime <allcaps> report <allcaps> : memphis police identified body found on interstate <number> in whitehaven <url>,NEWS: CRIME REPORT: Memphis police identified body found on Interstate 55 in Whitehaven http://t.co/0dvLLLH7
120,YES,smoke a little smoke - eric church <url>,Smoke A Little Smoke - Eric Church http://t.co/jxWOlJAP
121,YES,neomemphis news : crime <allcaps> report <allcaps> : memphis police identified body found on interstate <number> in whitehaven : pol . <repeat> <url> <hashtag> memphis,NeoMemphis News: CRIME REPORT: Memphis police identified body found on Interstate 55 in Whitehaven: Pol... http://t.co/LQ2b2Ddw #memphis
122,YES,national news : massive traffic accident kills one in texas <url> <hashtag> abc <number>,National News: Massive traffic accident kills one in Texas http://t.co/k3eWLHyP #abc24
123,YES,counted <number> police cars comin down jackson smh y' all be safe out there <hashtag> stayfrosty <url>,Counted 6 police cars comin down Jackson smh y'all be safe out there #StayFrosty http://t.co/qpqrlN03
124,YES,<hashtag> memphis memphis fire says thanksgiving meal causes blaze <url>,#memphis Memphis Fire Says Thanksgiving Meal Causes Blaze http://t.co/dPAf7kQa
125,NO,st. louis fire department demonstrated a grease fire in a test kitchen . check out the pics . <url>,St. Louis Fire Department demonstrated a grease fire in a test kitchen. Check out the pics. http://t.co/TMMA8VVh
126,NO,"breaking <allcaps> news <allcaps> : at halftime , the ceilings in atlantis will be raised due to the vertical leap of dj <allcaps> stephens to prevent head injury . <hashtag> tigers","BREAKING NEWS: At halftime, the ceilings in Atlantis will be raised due to the vertical leap of DJ Stephens to prevent head injury. #Tigers"
127,NO,i hope the truth would break their hearts as much as it breaks mine .,I hope the truth would break their hearts as much as it breaks mine.
128,NO,going stupid fed in da car catch us in traffic,Going stupid fed in da car catch us in traffic
129,NO,my moms car smells like loud and i have n't smoked all day,My moms car smells like loud and I haven't smoked all day
130,NO,happy turkey day ! <repeat> # smokeoneent / japsquadmob # <url>,Happy Turkey Day!!!!!! # SmokeOneEnt / JapSquadMob # http://t.co/O6dy1cxS
131,NO,"just smoked half dat blunt , ima smoke da rest later . <repeat>","Just smoked half dat blunt,ima smoke da rest later...."
132,NO,"if you perforate your ear drum , you can smoke a cigarette and make smoke come out of the hole . <hashtag> funfact","If you perforate your ear drum, you can smoke a cigarette and make smoke come out of the hole. #funfact"
133,NO,"<number> <number> smh . fire mark sanchez , fire rex ryan my football season over wit . time for me to put my focus on my knicks","28-0 smh. Fire Mark Sanchez,fire Rex Ryan my football season over wit. Time for me to put my focus on my knicks"
134,NO,why does everyone make it sound like it 's so hard being a tigers fan ? gim me a break . <repeat> one loss is n't gon na break their spirits . why ours ?,Why does everyone make it sound like it's so hard being a tigers fan? Gimme a break..one loss isn't gonna break their spirits. Why ours?
135,NO,white cars & gt . & gt . & gt . black cars,white cars &gt.&gt.&gt. black cars
136,NO,you know you 're getting old when u start having heart burn . wth ! <repeat> idk if its heart burn or angina ? <repeat>,You know you're getting old when u start having heart burn. Wth?! Idk if its heart burn or angina ????
137,NO,me : i dont fuck with chicks that smoke cigs maneco worker : so if she smoke weed she straight?me : yuuup,Me: I dont fuck with chicks that smoke cigs maneCo worker: so if she smoke weed she straight?Me: yuuup
138,NO,just drivin down the road blazed as shit and a deer starts running down the road next to me for like five min . i flipped out .,Just drivin down the road blazed as shit and a deer starts running down the road next to me for like five min. I flipped out.
139,NO,my daddy just called the cops on some weird vehicle and the police stayed questioning the people in it for a while . <repeat> and now the police are,My daddy just called the cops on some weird vehicle and the police stayed questioning the people in it for a while...and now the police are
140,NO,all we do is smoke and fuck ! smoke and fuck,All We Do Is Smoke And Fuck ! Smoke and Fuck
141,NO,manee bruh black ppl cabt evn watch r.kelly widd out mello tryin tuh burn mf ` ers up ! <hashtag> playing widd fire nd ish ! #,Manee Bruh Black Ppl Cabt Evn Watch R.Kelly Widd out Mello Tryin Tuh Burn Mf'ers Up!#Playing Widd Fire Nd Ish!#
142,NO,the twitter police upset at others who speculate or worry about drinking in the freese crash are lame . david earned that reputation himself !,The twitter police upset at others who speculate or worry about drinking in the Freese crash are lame. David earned that reputation himself!
143,NO,<number> chevy impalla -LRB- memphis tn -RRB- $ <number> clean <allcaps> car <allcaps> fax <allcaps> no <allcaps> accidents <allcaps> <number> lit <allcaps> v <number> with <allcaps> <number> miles <allcaps> power <allcaps> windows <allcaps> pow <allcaps> . <repeat> <url>,"04 chevy impalla (memphis tn) $4000: CLEAN CAR FAX NO ACCIDENTS 3.4 LIT V-6 WITH 105,300 MILES POWER WINDOWS POW... http://t.co/eehf7eSW"
144,NO,"i do n't need reports on black friday lines , incidents , accidents , sales . <repeat> etc. i thought you guys would get me through the night . guess not .","I don't need reports on black friday lines, incidents, accidents, sales...etc. I thought you guys would get me through the night. Guess not."
145,NO,"people repeat cycles , my parents broke theirs for me . <repeat> my husband is breaking his for his family . <repeat> break the cycle","People Repeat Cycles, My Parents Broke Theirs for Me... My Husband is Breaking His for His Family ... Break the Cycle"
