,tweet id, tweet, label,tweet_cleaned
48,'295891794720346112',@9NewsBrisbane: RT @jsthirtyfive: QLD police couldn't resist having a hell time. #bigwet http://t.co/u5KjAKtB,off-topic,<user> : rt <allcaps> <user> : qld <allcaps> police could n't resist having a hell time . <hashtag> bigwet <url>
49,'295479715882483712',"@sbear0112 DVDs have different region codes, so American/Canada is 1, UK is 2 and Australia/NZ are region 4",off-topic,"<user> dvd <allcaps> s have different region codes , so american / canada is <number> uk <allcaps> is <number> and australia / nz <allcaps> are region <number>"
50,'296918040816271360',just realised that year 12 &amp; uni is not gonna be easy. 2013 will be a massive bang bang year indeed.,off-topic,just realised that year <number> & uni is not gon na be easy . <number> will be a massive bang bang year indeed .
51,'295367088950890496',@Katy_Potaty yes! I also own by any means as well - total wanderlust I have.,off-topic,<user> yes ! i also own by any means as well - total wanderlust i have .
52,'296443394010517504',"@invig There is no IPC protocol at all for iOS right now. Zero. At the moment, any inter-app is done purely via URLs.",off-topic,"<user> there is no ipc <allcaps> protocol at all for ios <allcaps> right now . zero . at the moment , any inter-app is done purely via url <allcaps> s."
53,'296936247300071425',There's another Assasin's creed? :o,off-topic,there 's another assasin 's creed ? : o
54,'295679702218194945',North end of Clarendon St in East Brisbane is flooded :/ #bigwet http://t.co/uMzPDtbi,on-topic,north end of clarendon st in east brisbane is flooded : / <hashtag> bigwet <url>
55,'296842969456209920',@yvonnetrinh Haha oh nice! I need to do some excercise today bahahha but yes I don't mind them :) will invest in more in the future,off-topic,<user> haha oh nice ! i need to do some excercise today bahahha but yes i do n't mind them <smile> will invest in more in the future
56,'297168124833312768',Back again (@ Broncos Leagues Club) http://t.co/DIg6LQVG,off-topic,back again -LRB- @ broncos leagues club -RRB- <url>
57,'296488595924058112',Spear fishing in the Coral Sea. I caught a beetle. http://t.co/Ujgm1j5e,off-topic,spear fishing in the coral sea . i caught a beetle . <url>
58,'295829808330452992',"@Caarlax ...aww I start work before sunrise, plus there's no beach, i work in the desert haha #scunered x",off-topic,"<user> . <repeat> aww i start work before sunrise , plus there 's no beach , i work in the desert haha <hashtag> scunered x"
59,'296896979496210432',@jimpeeps  it is mate unreal place is jus different class so chilled defo recommend it to any1 #thelife,off-topic,<user> it is mate unreal place is jus different class so chilled defo recommend it to any <number> <hashtag> thelife
60,'296562738321317888',@jennifer_hewett: Double standards on sexism@jennifer.hewett  http://t.co/I5o9yGIM I enjoyed the read. All too true.,off-topic,<user> : double standards on sexism <user> . hewett <url> i enjoyed the read . all too true .
61,'297477093732782081',@dloehr Is this the remake with Spacey and Wright thats gone straight to Netflix?,off-topic,<user> is this the remake with spacey and wright thats gone straight to netflix ?
62,'296596674338488321',@JennifLawrence_ what's your favourite thing to do in your free time?,off-topic,<user> what 's your favourite thing to do in your free time ?
63,'297234175776391168',so happy its the weekend,off-topic,so happy its the weekend
64,'296962691854114816',#no cassie - end of the line,off-topic,<hashtag> no cassie - end of the line
65,'296746700519919616',Connect training. Booyeah (@ W Block w/ @mas6er) http://t.co/1n77dCqq,off-topic,connect training . booyeah -LRB- @ w block w / <user> -RRB- <url>
66,'296542275494895616',Just posted a photo @ Yard Bird Ale House http://t.co/xwHJk7hc,off-topic,just posted a photo @ yard bird ale house <url>
67,'295430902492823553',is this real account ?@MadhokNiketan,off-topic,is this real account ? <user>
68,'297263626165817345',"@laurabriscoe1 I ment on it* as in in Australia ATM lol, my bad ;p",off-topic,"<user> i ment on it * as in in australia atm <allcaps> lol , my bad <lolface>"
69,'296895247986851840',"@rosatronix no worries! Ill be trying to get it sold soon, just not sure how much yet.",off-topic,"<user> no worries ! ill be trying to get it sold soon , just not sure how much yet ."
70,'296510497895874560',"I'm at Sourced Grocer (Teneriffe, QLD) http://t.co/FLweKFYN",off-topic,"i 'm at sourced grocer -LRB- teneriffe , qld <allcaps> -RRB- <url>"
71,'295697038782369792',People ask me what I miss the most! I say a good relationship with my dad! And my pop and my baby cousin! They mean everything to me!,off-topic,people ask me what i miss the most ! i say a good relationship with my dad ! and my pop and my baby cousin ! they mean everything to me !
72,'295661659974955010',@NewsTalk4BC  we have blue sky at redcliffe and no wind http://t.co/ISP4enKC,off-topic,<user> we have blue sky at redcliffe and no wind <url>
73,'295663296915316739',"The #weather just starts getting good and we're heading back home today. Haha @ Outrigger Resort, Noosaville http://t.co/AXgZNykx",off-topic,"the <hashtag> weather just starts getting good and we 're heading back home today . haha @ outrigger resort , noosaville <url>"
74,'296048971208589312',@marco_harko ooooooor I'll just smash ya all over again wen m home!! #fifagod,off-topic,<user> ooooooor i 'll just smash ya all over again wen m home ! <repeat> <hashtag> fifagod
75,'295470181176729602',The flooding in firth park is insane!! Mudgeeraba Creek is putting on a show!!! Not one you get involved in tho its view from a distance!,on-topic,the flooding in firth park is insane ! <repeat> mudgeeraba creek is putting on a show ! <repeat> not one you get involved in tho its view from a distance !
76,'296055844750118912',@browny_26 #lol #dwl they told me know one would see it lol #classic ... Good one I'm good lover ... How r ya?,off-topic,<user> <hashtag> lol <hashtag> dwl they told me know one would see it lol <hashtag> classic . <repeat> good one i 'm good lover . <repeat> how r ya ?
77,'295413312517177344',"@hello_nacho yes and yes, theyre great huh!!!",off-topic,"<user> yes and yes , theyre great huh ! <repeat>"
78,'295476372795715585',"@essemmeff def, I slow roasted two legs of lamb hickory smoked too for about 5 hours",off-topic,"<user> def , i slow roasted two legs of lamb hickory smoked too for about <number> hours"
79,'295447189864452096',@Laura_Hartwell same as our pool! I just wanna jump in,off-topic,<user> same as our pool ! i just wan na jump in
80,'296936490641006592',@verityforster yes please I'm dying for it,off-topic,<user> yes please i 'm dying for it
81,'297119244540317696',"If you received a book off me for Xmas today is the day it's due back at the library , thanks :)",off-topic,"if you received a book off me for xmas today is the day it 's due back at the library , thanks <smile>"
82,'296805161228193793',@carriewinatlife how's it going insomniac?,off-topic,<user> how 's it going insomniac ?
83,'295924578235068417',Let's go to sleep! Zzzzzz (at Regatta Hotel)  http://t.co/fJzWrac8,off-topic,let 's go to sleep ! zz <elong> -LRB- at regatta hotel -RRB- <url>
84,'296854078250684416',@Vaish_Red_Devil the thing is we haven't tried to press them. Like when we play big teams away all we do is play counter.,off-topic,<user> the thing is we have n't tried to press them . like when we play big teams away all we do is play counter .
85,'296514235775733760',I think the @telstra data accounting is messed up?  2 months in a row I have somehow used 1 gig on the first day????? http://t.co/An8bOr9h,off-topic,i think the <user> data accounting is messed up ? <number> months in a row i have somehow used <number> gig on the first day ? <repeat> <url>
86,'297464147799588864',FUCK THATS RIGHT I'VE GOT FUCKING MATH HOMEWORK SIGH WHY DOES THIS HAPPEN,off-topic,fuck <allcaps> thats <allcaps> right <allcaps> i 've <allcaps> got <allcaps> fucking <allcaps> math <allcaps> homework <allcaps> sigh <allcaps> why <allcaps> does <allcaps> this <allcaps> happen <allcaps>
87,'297293697186418689',@weekndkngracing @thegeneralwkr in patches have played well but still not back in the groove..,off-topic,<user> <user> in patches have played well but still not back in the groove . <repeat>
88,'297435683587497984',I work 11:30 - 2:45 this tuesday like what kind of ridiculousness is that????? two hours and forty five minutes r u kidding,off-topic,i work <number> - <number> this tuesday like what kind of ridiculousness is that ? <repeat> two hours and forty five minutes r u kidding
89,'295701715309715456',Tree down at Crosby park in storms last night #bneweather http://t.co/6G18HGxe,on-topic,tree down at crosby park in storms last night <hashtag> bneweather <url>
90,'296485095827701760',Just want to feel wanted.,off-topic,just want to feel wanted .
91,'296978066142531584',@laurenwilson89 well I am a love fool,off-topic,<user> well i am a love fool
92,'296909762182926337',@saenyear I'm gonna hand it in tomorrow :) hopefully they hire me :( What are they gonna look for in a potential worker :D,off-topic,<user> i 'm gon na hand it in tomorrow <smile> hopefully they hire me <sadface> what are they gon na look for in a potential worker <smile>
93,'296969218249850880',@IGetItDon3 hahhaa . U at work? Aww wats the time there?,off-topic,<user> hahhaa . u at work ? aww wats the time there ?
94,'296409946738790402',I drew this. Not hazigates #sketch #superbike  @ Aviation Australia http://t.co/Pbh3JUU9,off-topic,i drew this . not hazigates <hashtag> sketch <hashtag> superbike @ aviation australia <url>
95,'295802797461471232',"Here we go again, keep safe everyone! #nofilter @ Albion http://t.co/s1gSpyEx",on-topic,"here we go again , keep safe everyone ! <hashtag> nofilter @ albion <url>"
96,'295452598780190720',"If this weather system came through on December 21st, would we have panicked more? #bigwet #bnestorm #bnestorm #apocalypse #mayan #endworld",off-topic,"if this weather system came through on december <number> st , would we have panicked more ? <hashtag> bigwet <hashtag> bnestorm <hashtag> bnestorm <hashtag> apocalypse <hashtag> mayan <hashtag> endworld"
97,'296407782339538944',@piecritic Oscar season = DVD screeners.,off-topic,<user> oscar season = dvd <allcaps> screeners .
98,'295433453346910209',A little too close for comfort... #cyclone #wet #floodedin #downthestreet @ Coorparoo http://t.co/iUGUHN6h,on-topic,a little too close for comfort . <repeat> <hashtag> cyclone <hashtag> wet <hashtag> floodedin <hashtag> downthestreet @ coorparoo <url>
99,'296500426541510656',@inmoxiecated So baggy trousers and half-eaten ice cream?,off-topic,<user> so baggy trousers and half-eaten ice cream ?
100,'297454922998358017',Soccer mums ;) (@ St Joseph's Nudgee Junior College) http://t.co/50LrwnIx,off-topic,soccer mums <smile> -LRB- @ st joseph 's nudgee junior college -RRB- <url>
101,'295714158178091008',@NickoTaylor_ Rock v Punk will be on last. No way Rock will have anyone go on after him,off-topic,<user> rock v punk will be on last . no way rock will have anyone go on after him
102,'296242858254532608',That's it who unfollowed me? #Cake ha,off-topic,that 's it who unfollowed me ? <hashtag> cake ha
103,'295873156982390784',Longest wait ever to charge my phone. Now I'm back home in the darkness :(,off-topic,longest wait ever to charge my phone . now i 'm back home in the darkness <sadface>
104,'295376503464665088',Anyone here that lives on the gold coast aswell?,on-topic,anyone here that lives on the gold coast aswell ?
105,'295830530732212224',@georgiaharford I don't even know! Probably be quite a while! Xx,off-topic,<user> i do n't even know ! probably be quite a while ! xx
106,'295738618645987329',Fuck this shit what happened that is bullshit. Fuck you CM Punk. #RoyalRumble,off-topic,fuck this shit what happened that is bullshit . fuck you cm <allcaps> punk . <hashtag> royalrumble
107,'295746357317206017',@badealways: @EmilyxRose92 AT LEAST YOU CAN SAIL ON THE JORI SHIP SCREAMKSNGJSO,off-topic,<user> : <user> at <allcaps> least <allcaps> you <allcaps> can <allcaps> sail <allcaps> on <allcaps> the <allcaps> jori <allcaps> ship <allcaps> screamksngjso <allcaps>
108,'295847704070868992',@DBreban couldn't agree more with the dam management. Put an engineer in charge and we have leadership on infrastructure and saving us money,off-topic,<user> could n't agree more with the dam management . put an engineer in charge and we have leadership on infrastructure and saving us money
109,'296736228760485889',@Joan_Rivers @charlesbushfoto Amazing photo of an amazing photo shoot!,off-topic,<user> <user> amazing photo of an amazing photo shoot !
110,'297478929999077377',"Oh google, what would I ever do without you?",off-topic,"oh google , what would i ever do without you ?"
111,'296010257744949248',Chermside Hills run- currently the BEST  x-Country course ever! So much ducking &amp; jumping over fallen trees!! #Humid #run,off-topic,chermside hills run - currently the best <allcaps> x-country course ever ! so much ducking & jumping over fallen trees ! <repeat> <hashtag> humid <hashtag> run
112,'295338961772085249',I'm only looking forward to seeing @lifeguardmaxi,off-topic,i 'm only looking forward to seeing <user>
113,'295903666257424387',@macklemore just the best song. Sounds great but the best thing is its moving and relevant and inspirational.,off-topic,<user> just the best song . sounds great but the best thing is its moving and relevant and inspirational .
114,'296364834600132608',"Sydney here I come, yeaaahhhh boi.....  @ The Lounge (Virgin Australia) http://t.co/yzHeSDrg",off-topic,"sydney here i come , yeaaah <elong> boi . <repeat> @ the lounge -LRB- virgin australia -RRB- <url>"
115,'296149902667431938',Seen the hottest girl of my life last night.......and she was ginger! #NewType #ProudGinger,off-topic,seen the hottest girl of my life last night . <repeat> and she was ginger ! <hashtag> newtype <hashtag> proudginger
116,'296147758899929089',my belly looks like butter on toast lol http://t.co/VDYJW1ZN,off-topic,my belly looks like butter on toast lol <url>
117,'295999919058202625',My 8 year old discovered #yoga. He loves it! I think this is #amazing. #stayingfit n #flexible,off-topic,my <number> year old discovered <hashtag> yoga . he loves it ! i think this is <hashtag> amazing . <hashtag> stayingfit n <hashtag> flexible
118,'296559551870820352',Brisbane roar vs harimau muda A. Go malaysiaaa!!! (@ Queensland Sport and Athletics Centre) http://t.co/lfYViMsX,off-topic,brisbane roar vs harimau muda a. go malaysia <elong> ! <repeat> -LRB- @ queensland sport and athletics centre -RRB- <url>
119,'295402331942551552',High school all over again... Wish life could be like it is in the movies... #unrealisticexpectations #stupidfairytales,off-topic,high school all over again . <repeat> wish life could be like it is in the movies . <repeat> <hashtag> unrealisticexpectations <hashtag> stupidfairytales
120,'295869967662981120',"Just,play cricket you bunch of sooks.",off-topic,"just , play cricket you bunch of sooks ."
121,'295345559823343616',@Waybropictures MIKEY PICTURE KISSING GIRL NOT ALICIA ME SOBBING ON THE FLOOR IF NOT OLD,off-topic,<user> mikey <allcaps> picture <allcaps> kissing <allcaps> girl <allcaps> not <allcaps> alicia <allcaps> me <allcaps> sobbing <allcaps> on <allcaps> the <allcaps> floor <allcaps> if <allcaps> not <allcaps> old <allcaps>
122,'295679751379644416',@Real_Liam_Payne lean on me when you're not strong and ill be your friend ill help you carry on,off-topic,<user> lean on me when you 're not strong and ill be your friend ill help you carry on
123,'296866796261212160',Home time woot woot time to deal with traffic really hope there is no traffic  just wanna go home,off-topic,home time woot woot time to deal with traffic really hope there is no traffic just wan na go home
124,'295752983252197377',@ALIANational I will let you know. I am hoping not many affected this time (cross fingers). Eagle st looks bad.,off-topic,<user> i will let you know . i am hoping not many affected this time -LRB- cross fingers -RRB- . eagle st looks bad .
125,'295894786865516544',@Conway_DJ mate it's because we are amazing that's why #obsessedanimals,off-topic,<user> mate it 's because we are amazing that 's why <hashtag> obsessedanimals
126,'295895687416131584',@James_Yammouni #JamesLovesJanoskianators  do it or I will I'm not kidding,off-topic,<user> <hashtag> jameslovesjanoskianators do it or i will i 'm not kidding
127,'295685117756727297',@judi_jabour you guys keeping dry? power still on?,on-topic,<user> you guys keeping dry ? power still on ?
128,'296904561933832193',@grimmers im listening online FROM AUSTRALIA i love u grimmy! :D,off-topic,<user> im listening online from <allcaps> australia <allcaps> i love u grimmy ! <smile>
129,'295376958903164928',Bah. Plane delayed for an hour,off-topic,bah . plane delayed for an hour
130,'296590157715501057',30/365 Turn it UP! #cooking #oven #hot #nothotenough #meringue #fail @ Mount Coolum http://t.co/VSNV8HVw,off-topic,<number> / <number> turn it up <allcaps> ! <hashtag> cooking <hashtag> oven <hashtag> hot <hashtag> nothotenough <hashtag> meringue <hashtag> fail @ mount coolum <url>
131,'295344470306734082',@MyNameIsBatdog THAT'S WHAT I'M HOPING BUT WHAT IF IT ISN'T? LIKE NO THEY FUCKING BETTER BE OLD.,off-topic,<user> that <allcaps> 's what <allcaps> i 'm hoping <allcaps> but <allcaps> what <allcaps> if <allcaps> it <allcaps> isn <allcaps> ` t ? like <allcaps> no <allcaps> they <allcaps> fucking <allcaps> better <allcaps> be <allcaps> old <allcaps> .
132,'297075088459718656',"I'm at Lorikeet Park (Mt Ommaney, Queensland) [pic]: http://t.co/BJ5n0B2j",off-topic,"i 'm at lorikeet park -LRB- mt ommaney , queensland -RRB- -LSB- pic -RSB- : <url>"
133,'296059210129633281',God I'm a good bloke sitting next to the wifey while she gets a pedicure. in the running 4 h @ Professionail http://t.co/ZuaPHirJ,off-topic,god i 'm a good bloke sitting next to the wifey while she gets a pedicure . in the running <number> h @ professionail <url>
134,'296703653157404672',@AyoCarmelo_ don't hate the playa ... Hate the game,off-topic,<user> do n't hate the playa . <repeat> hate the game
135,'297145238940692480',Please help me out and Share this Complete Video out Very Soon If you want an .mp3 grab me on Facebook http://t.co/DteqOR9o,off-topic,please help me out and share this complete video out very soon if you want an . mp <number> grab me on facebook <url>
136,'296220080361062401',@MMF006 @jgrb Anarchy not politics. Pistols had better tunes too.,off-topic,<user> <user> anarchy not politics . pistols had better tunes too .
137,'297470485078372352',2am night watching the first season of 'Girls' &gt;&gt;&gt;&gt; favourite new show!,off-topic,<number> am night watching the first season of ` girls ' > > > > favourite new show !
138,'295862817330954240',"I want to reach my full potential as a person, partner, songwriter, musician. The lost goes on....and on...  And on...........I hope I do.",off-topic,"i want to reach my full potential as a person , partner , songwriter , musician . the lost goes on . <repeat> and on . <repeat> and on . <repeat> i hope i do ."
139,'295475821177614337',I'm just really glad most if the fan base has moved on from the OMFG MIKEY I HATE U SEW MUCH stage and onto the crappy jokes stage,off-topic,i 'm just really glad most if the fan base has moved on from the omfg <allcaps> mikey <allcaps> i hate <allcaps> u sew <allcaps> much <allcaps> stage and onto the crappy jokes stage
140,'295720651107479552',@NickoTaylor_ I miss the old ones. The ones now just don't have the buzz of the old ones,off-topic,<user> i miss the old ones . the ones now just do n't have the buzz of the old ones
141,'295508558366273536',"@Nicholosophy oh true, my outlaws developed a group of townhouses on ostend st that backs onto that too. My kids go to that school :)",off-topic,"<user> oh true , my outlaws developed a group of townhouses on ostend st that backs onto that too . my kids go to that school <smile>"
142,'297331193328840704',"I will never understand some of the people I go to school with. Thank god I'm out this year, &amp; that my friends aren't like the rest of them",off-topic,"i will never understand some of the people i go to school with . thank god i 'm out this year , & that my friends are n't like the rest of them"
143,'295995889917497344',@_DaniKalifornia I never cease to be amazed at the people who can't handle these rides &amp; yet they're always the first in line to get on!,off-topic,<user> i never cease to be amazed at the people who ca n't handle these rides & yet they 're always the first in line to get on !
144,'296101984510046208',@willegitimate Anyone in our office at all?,off-topic,<user> anyone in our office at all ?
145,'296912264693428225',"@emmaparade sounds good! I can't get over the fact that I see you soon! Also, I've gotta book my flight home tomorrow so what time &gt;",off-topic,"<user> sounds good ! i ca n't get over the fact that i see you soon ! also , i 've got ta book my flight home tomorrow so what time >"
146,'297216272570130432',@djplaner thanks David! Please tell me that's inside out????? :o,off-topic,<user> thanks david ! please tell me that 's inside out ? <repeat> : o
147,'297174754836750338',Fridays are such long days!,off-topic,fridays are such long days !
148,'296191784558673922',my mood be better now :-),off-topic,my mood be better now <smile>
149,'296259468906332160',going to watch midnight and Paris purely for Marion cotillard and Rachel mcadams,off-topic,going to watch midnight and paris purely for marion cotillard and rachel mcadams
150,'295546281659621376',-Salut belle blonde... -Heuuuu je suis pas blonde ! -Bah t'es pas belle non plus !,off-topic,- salut belle blonde . <repeat> - heu <elong> je suis pas blonde ! - bah t ` es pas belle non plus !
151,'297285535637065728',"I'm at Suncorp Stadium for Brisbane Roar vs Central Coast Mariners (Milton, QLD) w/ 24 others http://t.co/OTx47JCt",off-topic,"i 'm at suncorp stadium for brisbane roar vs central coast mariners -LRB- milton , qld <allcaps> -RRB- w / <number> others <url>"
152,'295804950443880448',"my uncle is crack up, still learning how to use fb lols",off-topic,"my uncle is crack up , still learning how to use fb lols"
153,'296446422159618048',"@invig I usually really like Adonit stuff so I have high hopes. And it is as easy to attach/detach folio as smart cover, so I hope it works.",off-topic,"<user> i usually really like adonit stuff so i have high hopes . and it is as easy to attach / detach folio as smart cover , so i hope it works ."
154,'296589485511172097',@TRiRawrR fuck! I was just being generous :( but still can you buy me them?? Pretty please hansamu!,off-topic,<user> fuck ! i was just being generous <sadface> but still can you buy me them ? <repeat> pretty please hansamu !
155,'296783429444464640',YES RAIN AT LAST! STAYING HOME NOW THSNK YOU :),off-topic,yes <allcaps> rain <allcaps> at <allcaps> last <allcaps> ! staying <allcaps> home <allcaps> now <allcaps> thsnk <allcaps> you <allcaps> <smile>
156,'295506247891959808',Flooding at She bangs Coffee eep http://t.co/EJNr1MT4,on-topic,flooding at she bangs coffee eep <url>
